,timestamp,oi,notional,datetime
4516,1673893200,97265.47200000,2049675291.45600000,2023-01-17 02:20:00
4517,1673892900,97215.10900000,2049251557.47679540,2023-01-17 02:15:00
4518,1673892600,97201.02200000,2048171335.07300000,2023-01-17 02:10:00
4519,1673892300,97261.32400000,2051426119.67560000,2023-01-17 02:05:00
4520,1673892000,97012.79600000,2047673266.64846970,2023-01-17 02:00:00
4521,1673891700,96718.09400000,2041515109.07732770,2023-01-17 01:55:00
4522,1673891400,96664.40400000,2040672566.40360000,2023-01-17 01:50:00
4523,1673891100,96570.13600000,2036866965.52560000,2023-01-17 01:45:00
4524,1673890800,96477.53900000,2036418949.95030000,2023-01-17 01:40:00
4525,1673890500,96334.66900000,2025388248.39050000,2023-01-17 01:35:00
4526,1673890200,96355.69400000,2028123554.02020000,2023-01-17 01:30:00
4527,1673889900,97320.97400000,2048392396.55720000,2023-01-17 01:25:00
4528,1673889600,97164.20200000,2043868612.51158520,2023-01-17 01:20:00
4529,1673889300,97121.52600000,2041164263.33160000,2023-01-17 01:15:00
4530,1673889000,96978.54200000,2037382851.19755940,2023-01-17 01:10:00
4531,1673888700,96931.05900000,2037364849.80330000,2023-01-17 01:05:00
4532,1673888400,96748.32100000,2031840703.70716450,2023-01-17 01:00:00
4533,1673888100,96551.58800000,2025932807.88367870,2023-01-17 00:55:00
4534,1673887800,96413.12900000,2019980389.61770000,2023-01-17 00:50:00
4535,1673887500,96326.95500000,2019390887.04122070,2023-01-17 00:45:00
4536,1673887200,96332.55600000,2019901034.20800000,2023-01-17 00:40:00
4537,1673886900,96169.35100000,2016946393.69450700,2023-01-17 00:35:00
4538,1673886600,96043.70400000,2015505941.55120000,2023-01-17 00:30:00
4539,1673886300,96215.19700000,2023751967.61920000,2023-01-17 00:25:00
4540,1673886000,96146.55600000,2021654403.70080000,2023-01-17 00:20:00
4541,1673885700,96174.42500000,2023613819.47027350,2023-01-17 00:15:00
4542,1673885400,96366.38800000,2021349500.77941040,2023-01-17 00:10:00
4543,1673885100,95974.33800000,2012140385.90520000,2023-01-17 00:05:00
4544,1673884800,95585.74700000,2007544541.07741670,2023-01-17 00:00:00
4545,1673884500,95185.78300000,1996709032.38108300,2023-01-16 23:55:00
4546,1673884200,95186.88300000,2000542720.01100000,2023-01-16 23:50:00
4547,1673883900,95036.71700000,1993499679.46370000,2023-01-16 23:45:00
4548,1673883600,94880.79500000,1987781119.48850000,2023-01-16 23:40:00
4549,1673883300,94684.53400000,1982869293.10653070,2023-01-16 23:35:00
4550,1673883000,94500.79400000,1975066594.60000000,2023-01-16 23:30:00
4551,1673882700,94774.38700000,1981865116.31180000,2023-01-16 23:25:00
4552,1673882400,95411.35000000,1983361494.32483220,2023-01-16 23:20:00
4553,1673882100,95095.74900000,1965137988.61177100,2023-01-16 23:15:00
4554,1673881800,95840.72100000,1995287243.45276050,2023-01-16 23:10:00
4555,1673881500,95814.20800000,1997174942.16457080,2023-01-16 23:05:00
4556,1673881200,95758.77600000,1997796191.93280000,2023-01-16 23:00:00
4557,1673880900,95810.23400000,1998246983.37420000,2023-01-16 22:55:00
4558,1673880600,95823.25100000,2001399858.68550200,2023-01-16 22:50:00
4559,1673880300,95787.68000000,1999558241.23200000,2023-01-16 22:45:00
4560,1673880000,95713.43800000,1997804548.58837130,2023-01-16 22:40:00
4561,1673879700,95665.44100000,1997130879.40420000,2023-01-16 22:35:00
4562,1673879400,95509.34200000,1993700208.64480000,2023-01-16 22:30:00
4563,1673879100,95453.72200000,1990461975.23316960,2023-01-16 22:25:00
4564,1673878800,95608.01200000,1991029830.38748530,2023-01-16 22:20:00
4565,1673878500,95490.63800000,1986638629.79193620,2023-01-16 22:15:00
4566,1673878200,95525.07300000,1989949663.21410000,2023-01-16 22:10:00
4567,1673877900,95486.31400000,1988349710.94760000,2023-01-16 22:05:00
4568,1673877600,95541.83200000,1990570188.28714000,2023-01-16 22:00:00
4569,1673877300,95575.51300000,1987272969.15510000,2023-01-16 21:55:00
4570,1673877000,95475.53400000,1986654911.47200000,2023-01-16 21:50:00
4571,1673876700,95564.88600000,1990291654.76760000,2023-01-16 21:45:00
4572,1673876400,95509.77700000,1989858237.09461330,2023-01-16 21:40:00
4573,1673876100,95399.53400000,1989329648.15330740,2023-01-16 21:35:00
4574,1673875800,95341.46500000,1986668242.79100000,2023-01-16 21:30:00
4575,1673875500,95357.88500000,1988581346.36839460,2023-01-16 21:25:00
4576,1673875200,95383.48600000,1987429390.99320000,2023-01-16 21:20:00
4577,1673874900,95630.37800000,1992733230.48464350,2023-01-16 21:15:00
4578,1673874600,95585.33600000,1991185926.88400000,2023-01-16 21:10:00
4579,1673874300,95496.21300000,1987760728.45031260,2023-01-16 21:05:00
4580,1673874000,95483.14000000,1985524154.73000000,2023-01-16 21:00:00
4581,1673873700,95390.12200000,1985087516.84440000,2023-01-16 20:55:00
4582,1673873400,95436.88300000,1987321637.31185200,2023-01-16 20:50:00
4583,1673873100,95363.02300000,1986631104.04290000,2023-01-16 20:45:00
4584,1673872800,95450.64700000,1986458187.74277850,2023-01-16 20:40:00
4585,1673872500,95425.64000000,1985902994.04000000,2023-01-16 20:35:00
4586,1673872200,95481.12200000,1989581303.19598000,2023-01-16 20:30:00
4587,1673871900,95511.83300000,1991383513.31680000,2023-01-16 20:25:00
4588,1673871600,95282.74300000,1987502736.23700000,2023-01-16 20:20:00
4589,1673871300,95251.02700000,1986923720.68877340,2023-01-16 20:15:00
4590,1673871000,95170.98200000,1984868824.35301350,2023-01-16 20:10:00
4591,1673870700,95071.63200000,1982434821.05416560,2023-01-16 20:05:00
4592,1673870400,94979.96000000,1977628601.08228540,2023-01-16 20:00:00
4593,1673870100,95006.43600000,1978803549.65160000,2023-01-16 19:55:00
4594,1673869800,95072.51000000,1981054213.76268300,2023-01-16 19:50:00
4595,1673869500,95043.65500000,1980719274.56550000,2023-01-16 19:45:00
